,short_description,label
620,बूम पाय वीडिय नवंबर 2019 किसान कथित तौर जमीन के मुआवज़ मिल विरोध किय ,0
313,पिछल पाँच साल भारत के ज़्यादातर राज्य कुपोषण बार बढ़ दिख रह हैइसक वजह जान के पढ़ ख़बर ,1
96,दुर्घट कर्नाटक के उत्तर कन्नड़ ज़िल अंकोल के पास मंत्र उनक पत् फ़ौरन हेलिकॉप्टर एंबुलेंस गोव ले जाय गय जह केंद्रीय मंत्र पत् निधन गय ,1
29,सोशल मीडिय दाव मा गुरुद्वार समित जानबूझ गलीच हट ताक प्रधानमंत्र ठण्ड नीच चल पड़ ,0
79,सुप्रीम कोर्ट कृष क़ानून विभिन्न पक्ष सुन ज़मी स्थित जायज ले के समित गठन किय ,1
313,बूम ऐस प्रशिक्षण वीडिय मिल जिसस प्रतीत वायरल क्लिप कमांडोज़ टीयर-गैस झेल प्रशिक्षण ,0
113,स्टूडेंट्स शिक्षक ओर शिकायत साल ज़्याद वक़्त गुज़र के बावजूद मामल गिरफ़्तार नह जबक हिंस के वीडिय तस्वीर वायरल थीं ,1
463,बूम पाय तस्वीर फ़र्ज़ दाव फ़ोटोशॉप के जोड़ गय ,0
181,दलित के विजय किस्स के वाल भीम कोरेगांव 2018 हिंस के ज़्याद चर्च रह हिंस के मामल देश के जाने-म बुद्धिजीव अभियुक्त बन गय यूएपीए धार लग गईं जान जगह इतिहास दिश रह 2018 हिंस जांच ,1
87,अमेरिक संसद के निचल सदन हाउस ऑफ़ रिप्रेज़ेन्टेटिव्स राष्ट्रपत ट्रंप हट के प्रस्ताव पेश किय गय ,1
351,ऑनर किलिंग हिरासत हत्य आत्महत्य हाथरस कांड परिवार मर्ज़ के बग़ैर बि पोस्टमॉर्टम के लाश जल मामल ,1
305,भारत सरकार टीकाकारण योज के अगल साल जनवर अगस्त मही 30 करोड़ लोग टीकाकरण किय जाएग ,1
125,भारत सरकार लाल माँस संबंधित अप नियमावल हलाल शब्द हट दिय ,1
726,बूम पाय तस्वीर वास्तविक रूप ग्यारह साल पहल ली गय दिल्ल के फ़िरोज़ शाह कोटल मस्जिद ,0
397,किसान नए कृष क़ानून वापस ले माँग रह संसद के ज़र क़ानून बन आंदोलनकार किसान कह क़ानून उनक हित प्रभावित होंग ,1
99,क्रिकेट ऑस्ट्रेलिय अप आधिकारिक बयान जार किय मेज़बान के ना भारतीय क्रिकेट टीम माफ़ मांग ,1
212,बीजेप कांग्रेस अकाल आक्रामक केजरीवाल अवसरवादि करार दे रह आम आदम पार्ट दाव वो किसान के दिन खड़ क़ानून लोकसभ राज्य सभ पास ,1
222,प्रधानमंत्र नरेंद्र मोद सोमवार दिल्ल मेट्र मेजेंट लाइन भारत पहल बि ड्राइवर के ट्रेन संचालन तकनीक उद्घाटन किय ,1
584,अमेरिक के नव निर्वाचित राष्ट्रपत बाइडन बार कह उनक पूर्वज कभ ईस्ट इंडिय कपं कप्तान ,1
624,मोहनदास पाई संदर्भ तस्वीर शेयर जिसम भ्रामक दाव किय गय ,0
660,फ़िल्म इंडस्ट्र काम शुर चुक रोज़ खा वाल जूनियर आर्टिस्ट्स हालत ख़राब ,1
241,बूम पाय सुप्रीम कोर्ट के लोग हमेश संस्कृत वाक्य यत धर्मस्तत जयः लिख ,0
26,तस्वीर के सोशल मीडिय दाव किय रह सूरत सिंह किसान के अन्न जल त्याग दिय ,0
73,यूज़र्स तस्वीर हालिय किसान आंदोलन जोड़ शेयर रह ,0
520,मौसम विभाग कह अगल तीन घंट हव रफ़्तार 100-110 किलोमीटर प्रत घंट घट 65-75 किलोमीटर प्रंत घंट जाएग इसक बावजूद ख़तर अभ टल नह ,1
407,बूम पड़ताल साम आय वायरल तस्वीर नेहर के गाल चुम्बन दे युव उनक भांज नयनतार सहगल ,0
707,उत्तर प्रदेश के बदायूं साल 2014 बहन पेड़ लटक मिल थीं सीबीआई जाँच विशेष पॉक्स कोर्ट सुनव के बावजूद परिवार इंसाफ़ इंतज़ार ,1
152,सोनल शर्म राजस्थान न्यायिक सेव आरजेएस 2018 चयन ,1
234,फारूक़ साहब सिर्फ़ साहित्यकार भर नह वो महफ़िल संग्रहालय यूनिवर्सिट गुज़र ज़म जीती-जाग तहज़ीब ,1
366,उनक अनजान लोग बच के हर रोज़ मौत के ख़तर साम कोरो वायरस सीध मुक़ाबल रह स्वास्थ्यकर्म ,1
85,श्रीपद नाइक कर्नाटक येलापुर गोकरन रह उनक कार सड़क के किनार गड्ढ गिर ,1
30,अजीत अंजुम बात के वायरल वीडिय सच्च पत लग पढ़ बूम रिपोर्ट ,0
729,अनुराग कश्यप यौन शोषण आरोप लग के मामल ऋच चड्ढ पायल घोष क़ानू नोटिस भेज ,1
224,बूम स्थानीय पुलिस मंदिर के पुजार बात मामल के साम्प्रदायिक इंकार दिय ,0
316,ब्रिटेन के विदेश मंत्र डोमिनिक रॉब भारत दौर आए प्रधानमंत्र नरेंद्र मोद विदेश मंत्र एसजयशं मुलाकात मौक बीबीस उनस मुद्द विस्तार बात ,1
491,नाइजीरिय के राष्ट्रपत हमल ‘पागलपन’ करार दिय मीडिय रिपोर्ट्स के अनुसार हमलावर धान के खेत काम रह खेतिहर मज़दूर बांध उनक गल काट दिय ,1
415,दाव अप सांस रोक रख कोविड-19 के टेस्ट सरस के तेल नाक लग वायरस पेट ,0
322,जाने-म अर्थशास्त्र सामाजिक कार्यकर् ज्य द्रेज़ भूख कुपोषण के मामल भारत लगातार खराब हालत बीबीस बात ,1
436,बूम पाय असल तस्वीर साल 1954 ली गय अभिनेत्र मर्लिन मोनर ,0
7,बाइडन-कमल हैरिस टीम अप प्रशासन के भारतीय मूल के 20 अमेरिक सदस्य घोषण उन्ह पद के चु ,1
13,हिंदुस्तान ज़मीन हज़ार मील ऑस्ट्रेलिय धर जैस बी महीन जीवन पूर सार लिख दिय गय ,1
750,बूम मथुर पुलिस बात बत अपराध ख़ुद कार आग लग हड़कंप मच ताक मीडिय आकर्षित ,0
517,भारत 12 हज़ार किलोमीटर न्यूज़ीलैंड संसद भारतीय मूल के गौरव शर्म संस्कृत शपथ ली ,1
664,फ़रीदाबाद निकि तोमर के घर लोग ताँ लग रिश्तेदार कह उनक बेट मर धर्म नह बदल ,1
632,बूम पाय वीडिय अगस्त 2018 यूट्यूब उपलब्ध ,0
648,बूम पाय वीडिय 2017 मुंबई-पुण हाईव एक्सीडेंट के रूप वायरल ,0
339,बूम पाय घट अक्टूबर 2019 20 जवान ले रह बस दुर्घट शिकार गय ,0
328,हालांक लोग दिल्ल सीम प्रदर्शन वाल किसान के शामिल नह ,1
121,किसान 26 जनवर दिल्ल के राजपथ ट्रैक्टर परेड तैयार रह हरियाण के जींद महिल किसान ट्रैक्टर-ट्रॉल चल ट्रेनिंग ले रह ,1
577,दिन पहल पाकिस्तान के विदेश मंत्र के प्रवक् प्रेस कॉन्फ़्रेंस भारत गंभीर आरोप लगाय भारतीय विदेश मंत्रालय जवाब दिय ,1
511,वीडिय झूठ दाव के शेयर किय रह मुंबई के पास लोनावल मुस्लिम वेंडर पकड़ गय लीच ,0
438,वायरल पोस्ट दाव केरल दलित महिल मुस्लिम ईसाईय इसल हमल दिय क्यूंक वो पूज रह ,0
153,साल 2020 कोविड-19 के ख़िलाफ़ जंग फ़्रंटलाइन रह डॉक्टर्स स्वास्थ्यकर्म वायरस संक्रमित उनम कइय मौत ,1
752,बूम पाय रतन टाट ऐस कभ नह कह मुख्य धार के मीडिय संस्थान सन्दर्भ लेख नह लिख ,0
127,बूम पाय 2017 वीडिय हाल राजनैतिक साम्प्रदायिक गतिविध जोड़ वायरल किय रह ,0
62,पीएम मोद ऐस क्य ग़ल कृष क़ानून के मुद्द किसान के प्रदर्शन दुनिय के सबस बड़ विरोध प्रदर्शन बदल दिय ,1
95,वायरल वीडिय मार्च 2020 राजस्थान के उदयपुर के मेनार ऐतिहासिक जमर बीज शौर्य पर्व जिसम लोग होल के ,0
743,तेलंग आंध्र प्रदेश केरल कर्नाटक ओडिश महाराष्ट्र बुधवार मूसलाधार बारिश जनजीवन अस्त व्यस्त गय कम-से-कम 30 लोग मौत चुक ,1
450,हरियाण के गृह मंत्र अनिज विज को-वैक्सीन ले के कैस कोरो पॉज़ीटिव ,1
563,बेल्जियम के रेसर कबूतर रिकॉर्ड 19 लाख डॉलर बेच गय साल माद कबूतर नाम न्य किम ,1
219,दोन पक्ष आठ स्तर सैन्य वार् चुक सीम मुद्द सुलझ प्रगत नह दिख भारत के पास क्य विकल्प ,1
743,भीलवाड़ पुलिस घट के पीछ सांप्रदायिक कारण साफ़ इनकार किय ,0
746,फ़र्ज़ पोस्ट आरोप लग लक्ष्म विलास बैंक अप शाख दी ,0
540,कमल सिंह बैल डांस सीख ले जुनून सीख के उनक पास पैस नह ,1
279,बूम पाय वीडिय करीब साल पुर प्रधानमंत्र नरेंद्र मोद के आधिकारिक ट्विटर हैंडल पोस्ट किय गय ,0
161,बूम पाय फ़ोट 5 नवंबर 2019 दिल्ल पुलिस के प्रदर्शन जिसम न्याय मांग रह ,0
285,प्रदर्शनकार किसान लोग थाल बज अपील सिंघ बॉर्डर रविवार प्रेस कॉन्फ्रेंस किसान जगजीत सिंह धालीवाल बात कह ,1
136,बूम पाय तस्वीर 11 जनवर 2020 पीएम मोद दिवसीय कोलक यात्र के विरोध एंट सीएए प्रोटेस्ट के ,0
255,रूस भारत के वार्षिक सम्मेलन पिछल 20 साल लगातार रह बार सम्मेलन नह रह भारत रूस सम्मेलन के ना के पीछ कोरो महामार वजह बत ,1
555,एनपीआर राष्ट्रीय नागरिक रजिस्टर एनआरस पूर दिश पहल क़दम मा गय के अख़बार सुर्ख ,1
5,यूज़र्स तस्वीर शेयर दाव रह तस्वीर पुरा दिल्ल रेलव स्टेशन के प्लेटफ़ॉर्म बन मस्जिद ,0
105,अमेरिक चुनाव प्रक्रिय खत्म नह क्योंक मीडिय आउटलेट्स जॉर्जिय एरिज़ो अलास्क राज्य चुनाव ,0
169,बूम पाय वीडिय दिख रह शख़्स पार्ट के लीडर अजय दत्त जिसक दिल्ल पुलिस धक्क मुक्क ,0
549,राष्ट्रीय बाल अधिकार संरक्षण आयोग के सहयोग देश पहल जुवेनाइस पुलिस डिवीज़न त्रिच खोल गय ,1
554,नई दिल्ल विधानसभ के 7 विधायक बीजेप के 1 विधायक महिल के ख़िलाफ अपराध के गंभीर मामल घोषण ,0
248,क्रिसमस के अगल दिन नाम बॉक्सिंग डे क्य रख गय क्य इसक मुक्केबाज़ लेना-दे ,1
498,सोशल मीडिय के दाव के विपरीत रोश वैक्सीन के नह बल्क़ तेज कोरोनावायरस टेस्ट के इमर्जन्स स्वीकृत ,0
107,बूम पाय वायरल रह तस्वीर पुरा ,0
729,तस्वीर वेबसाइट के माध्यम बन जिसम समाचार बुलेटिन नकल स्क्रीनशॉट बन गय ,0
715,तेजस्व यादव सियासत विरासत मिल चिराग पासवान अखिलेश यादव तुल दूसर वारिस कित अलग ,1
500,मुख्यधार के समाचार आउटलेट सोशल मीडिय झूठ दाव कह रोनाल्ड के होटल अस्पताल बदल जाएग ,0
436,डॉ भीमराव आंबेड इंटरव्य कह महात्म गांध सिर्फ इतिहास हिस्स युग निर्माण वाल नह ,1
124,मुग़ल सल्तनत के संस्थापक बाबर 1483-1530 जह विजे के रूप देख वर्णित किय दूसर ओर उन्ह बड़ कलाकार लेखक मा ,1
389,बूम जाँच पाय तस्वीर पाकिस्तान के सिंध जह ज़मीन के विवाद ले लोग मुठभेड़ ,0
11,ब्रिसबेन के गाब मैदान टेस्ट मैच इतिहास दर्ज चुक के भारत सिरीज़ अप नाम ,1
389,मौजूद आंदोलन हफ़् ज़्याद चल चुक दिल्ल के बॉर्डर डट लाख किसान माँग अड़ मही पहल लाग नय कृष क़ानून वापस लिय जाए ,1
246,बूम पाय वीडिय पिछल साल प्रयागराज फ़िल्म गय गंगा-जमु उफ़ान थीं ,0
296,मस्जिद के डिज़ाइन गुबंद मीनार नह होग परिसर अस्पताल निर्माण किय जाएग ,1
756,मिसाइल 400 किलोमीटर ज़्याद मार सक ,1
466,औरत चुपचाप सब नह देख वो बदलाव हिस्स बन वो कभ शांत प्रदर्शनकार कभ सरकार लोह ले पुलिस लाठ मुक़ाबल ,1
593,क्य दिल्ल क्य अयोध्य क्य लंदन क्य कनाड दिवाल के पहल देश-दुनिय के अलग-अलग हिस्स बढ़ ख़ूबसूरत तस्वीर आ रह ,1
220,मामल सुप्रीम कोर्ट पहुंच चुक ,1
689,तस्वीर दिख दे वाल शख्स विनय शर्म मामल वयस्क दोष ना नाबालिग ,0
534,बूम पाय कांग्रेस के तस्वीर दिख दे वाल शख़्स भारत के पूर्व एडिश्नल सॉलिसिटर जनरल सुप्रीम ,0
321,उत्तर प्रदेश के संभल ज़िल किसान शांत भंग आशंक के कारण 50 लाख रुपय के बॉन्ड भर संबंध नोटिस जार किय गय ,1
737,भारत जीडीप आईएमएफ़ के अनुमान आपक जीवन क्य मतलब समझ के पढ़ रिपोर्ट ,1
733,राज्य सरकार के फ़ैसल के अनुसार मल्टीप्लेक्स सिनेम घर अप्रैल 30 सितंबर अवध के लाइसेंस फी छूट दी ,1
222,यूनाइटेड अरब अमीरात सरकार के अनुसार धमाक गैस रिसाव वजह ,0
22,दाव किय रह अडा ग्रुप के हाथ के प्लेटफॉर्म टिकट के दाम दस गु बढ़ दिए ,0
147,वीडिय लोग पत्थर सड़क रोक रह आदम पुलिस मदद मांग रह ,0
141,किसान सरकार के सातव दौर बातचीत बेनतीज़ खत्म किसान केंद्र सरकार के अगल वार् आठ तारीख़ शुक्रवार होग ,1
35,बूम पाय स्टार्ट-अप तस्वीर बेंगलुर 2019 शुर किय गय ,0
545,यूएई पाकिस्तान समेत 12 देश के यात्र वीज़ दे अस्थ रोक लग दी जिसक ऐस अनुमान लग रह दोन देश के सब ठीक नह ,1
182,बूम वीट बलराम प्रदर्शन घायल प्रोटेस्टर बात बत तस्वीर किसान प्रदर्शन नह ,0
493,वायरल प्रेस रिलीज़ भारत के प्रधान मंत्र कार्यालय द्वार जार नह ,0
569,डूब सर्कस उद्योग ऑनलाइन प्लैटफ़ॉर्म्स सहार ,1
755,चालक कार रोक के बजाय चल जार रख ट्रैफ़िक पुलिसकर्म कार के बॉनेट आ गय ,1
637,हैदराबाद ऐस छुप रूस्तम टीम आराम देख देख चैंपियन बन दावेदार मुंबई दिल्ल बैंगलोर मात दे दी ,1
95,ब्रिटेन बच्च सोशल मीडिय के ज़र भारत चल रह किसान प्रदर्शन ले जागरूक बढ़ रह बच्च अभियान ब्रिटेन चर्च विषय बन गय ,1
705,नीस के मेयर क्रिश्चियन एस्ट्रोस पत्रकार बत संदिग्ध हमलावर बार-बार अल्लाह अकबर अल्लाह महान चिल्ल रह हमलावर गिरफ़्तार लिय गय ,1
43,राहुल गाँध विदेश मामल संसदीय परामर्श कमेट बैठक जयशकंर तीख सवाल पूछ ,1
390,बूम पत लग वायरल वीडिय जुल 2016 इसक बांग्लादेश के आसार ज़्याद ,0
700,बूम पाय वीडिय मूल रूप फ़ोटोग्राफ़र द्वार ऑस्ट्रेलिय के एडिलेड चिड़ियाघर शूट किय गय ,0
137,बूम पाय जबक सोशल मीडिय #UninstallMyntra वायरल मिंत्र वायरल कार्टून नह बन ,0
490,जनरल नरवण कह पाकिस्तान सर्द के मौसम नियंत्रण रेख के पास आतंक भेज बेतहाश कोशिश रह के अख़बार सुर्ख ,1
458,बूम मुंबई पुलिस संपर्क किय पत चल मुद्द साम्प्रदायिक कोण नह ,0
608,बूम पाय वास्तविक बैनर सीएए विरोध नार लिख ,0
649,कोरो महामार विमानन सेक्टर बुर प्रभावित किय उड़ान शुर स्थित सामान्य अभ लंब वक़्त लग ,1
33,देश कोरो वायरस वैक्सीन 16 जनवर लोग दिए के इलाक इसक साइड इफेक्ट ख़बर आ रह थीं स्वास्थ्य मंत्रालय इसक पुष्ट इसक बार विस्तार बत ,1
408,बूम पड़ताल साम आय वायरल तस्वीर जुल 2019 इंटरनेट मौजूद इनक शराब दुकान के खुल ,0
622,भारतीय विदेश मंत्रालय करतारपुर साहिब गुरुद्वार प्रबंधन ग़ैर-सिख समित दिए ऐतराज़ जत ,1
592,बूम पाय वायरल वीडिय मौजूद शख़्स विश्व हिंद परिषद वीएचप के आचार्य धर्मेंद्र ,0
157,किसान संगठन तीन कृष क़ानून वापस ले माँग अड़ रह जबक केंद्र सरकार कह चुक वो क़ानून वापस नह लेग ,1
266,बाब ढाब नाम शायद सु होग छोट सा फ़ूड स्टॉल चल वाल बुज़ुर्ग रो वीडिय वायरल गय ,1
690,सऊद अरब के नए बैंक नोट छप अंतरराष्ट्रीय सीम भारत सुधार के कह देश-दुनिय बड़ ख़बर लाइव अपडेट देख ,1
155,सोनल शर्म राजस्थान न्यायिक सेव आरजेएस 2018 चयन ,1
214,बूम पाय हैंडल फ़र्ज़ अस्तित्व नह ,0
567,चीन के राष्ट्रपत शी जिनपिंग हाल अप अधिकार कह सिचुआन-तिब्बत रेलव प्रोजेक्ट जल्द जल्द पूर ,1
170,बूम पाय वीडिय दिख रह महिल मार्केटिंग ई-कॉमर्स कंप सेफ़ शॉप इंडिय के हैदराबाद कार्यालय एसोसिएट ,0
716,बूम पत लग सक्षम पीड़ित सुखराम मेघवाल लोग चोर के आरोप पीट ,0
45,दाव किसान भाजप उमेश सिंह इसल पीट क्यूंक पाकिस्तान ज़िंदाबाद के नार लग ,0
400,बूम पत लग वीडिय पिछल साल गुजरात के सूरत डिवीज़न रिकॉर्ड किय गय रेलव नियुक्त कांस्टेबल ,0
179,सरकार किसान संगठन के छह दौर बातचीत चुक केंद्र सरकार साफ़ दिय नए कृष क़ानून वापस नह जाएँग आख़िर क्य ,1
442,बूम बातचीत दिल्ल पुलिस साफ़ किय अज़ान रोक नह लग बल्क सिर्फ मस्जिद धार्मिक स्थल ,0
755,बूम पाय तस्वीर मूल रूप मेहेद हसन रसल बांग्लादेश के इंजीनियरिंग छात्र अबरार फ़हद मौत के मुख्य ,0
314,कांग्रेस के 23 अगस्त सोनिय गांध ख़त लिख बदलाव माँग पढ़ प्रेस रिव्य ,1
23,भारतीय महिल कबड्ड टीम खिलाड़ सोनाल विष्ण शिंगेट महाराष्ट्र के बेहद आम पृष्ठभूम वाल परिवार आत ,1
243,रोहतक के खरावड़ गांव के लोग 1985 सिख मदद किसान आंदोलन के पंजाब दिल्ल वाल किसान गाँव आराम के रुक ,1
649,बूम दिल्ल पुलिस बात कह वीडिय दिख रह राकेश त्याग साल पहल पुलिस सेवानिवृत्त ,0
173,साल 2020 कोविड-19 के ख़िलाफ़ जंग फ़्रंटलाइन रह डॉक्टर्स स्वास्थ्यकर्म वायरस संक्रमित उनम कइय मौत ,1
714,बूम पाय तस्वीर मूल रूप 2012 ली दिल्ल निर्भय गैंग रेप के विरोध प्रदर्शनकार सड़क उतर ,0
433,केंद्र सरकार किसान के पाँच दौर बातचीत चुक हल नह आख़िर सरकार किसान मांग ले हद गंभीर ,1
178,बूम पाय क्लिप अक्टूबर 2019 क्रूज़ लाइनर ग्रीस संकर कोरिंथ नहर रव ,0
612,बिहार एनडीए जीत कार्टून ,1
149,बूम पाय वायरल वीडिय जनवर 2018 नीतीश कुमार बक्सर जनसभ संबोधित ,0
589,बूम पाय वीडिय 2017 उत्तर प्रदेश के नगरपालिक चुनाव हिंद महिल मुसलमान बन फर्ज़ीवाड़ ,0
232,बूम पाय तक़रीबन चार साल पुरा तस्वीर नवविवाहित जोड़ कर्नाटक के मांड्य ,0
221,भूकंप के कारण जान-माल काफ नुकसान सात लोग मौत काफ संख्य लोग जख़्म ,1
623,अर्नब गोस्वाम गिरफ़्तार पीएम मोद ले मंत्र ट्वीट किय गिरफ़्तार आलोच ,1
171,बूम पाय आजतक के बुलेटिन बयान अलग जोड़ गय ,0
279,कोरो के बदल रूप ख़बर आन के भारत समेत देश ब्रिटेन आन वाल उड़ान बैन दिय ,1
522,वीडिय अभिनेत्र कांग्रेस सदस्य नग़म ट्विटर शेयर किय तुरंत वायरल गय ,0
123,बूम पाय वायरल पोस्ट दाव फ़र्ज़ तस्वीर राम मंदिर निर्माण नह बल्क बनारस काश विश्वनाथ कॉरिडोर के ,0
1,ब्रिस्बेन टेस्ट भारत दीवार कह वाल चेतेश्वर पुजार अर्धशतक जम पार के वो चोटिल ऑस्ट्रेलिय गेंदबाज़ गेंद उनक शरीर लग ,1
21,भारत ऑस्ट्रेलिय यादगार जीत ऋषभ पंत शुभमन पुजार के बल्ल लिख इबारत ,1
168,बूम पाय वायरल तस्वीर अटल टनल नह बल्क कैलिफ़ोर्निय डेविल्स स्लाइड टनल ,0
471,बूम पुलिस अधीक्षक आबिद खान बात फ़र्ज़ सूच केंद्र बन ,0
114,बूम पाय वीडिय पुर 24 जनवर 2019 युवक फ़्लाइट प्रार्थ ले विवाद ‘अल्लाह अकबर’ ,0
403,बूम अप पड़ताल पाय रंजन गोगोई ट्विटर मौजूद नह उनक नाम ऐस बयान न्यूज़ रिपोर्ट्स ,0
199,पिछल दिन ऐस मामल साम आए जिनम सरकार के आलोचक रह क़ैद के क्रूर बर रह ,1
461,बूम पाय युवक - दिलशाद अल - स्वस्थ सिलसिल पुलिस तीन हमलावर गिरफ़्तार लिय ,0
732,15 अक्तूबर भारत के के सबस लोकप्रिय राष्ट्रपत एपीज अब्दुल कलाम जयं उनक 88व जयं पढ़ विशेष लेख ,1
484,गुर परब के अवसर नज़र गुर नानक के जीवन अहम बात नानक 11 साल उम्र विद्रोह बन ,1
81,बूम बात बिलकिस बान बत अभ किसान विरोध प्रदर्शन भाग नह लिय जल्द वो ,0
506,प्रधानमंत्र नरेंद्र मोद चाह लोकसभ राज्य विधानसभ के चुनाव आख़िर ऐस क्य ,1
615,बिहार एनडीए पूर्ण बहुमत मिल गय सरकार बन के हलचल नह दिख रह क्य नीतीश कुमार पांच विकल्प विचार रह ,1
25,पाकिस्ता टीव शो होस्ट वाल इक़रारुल हसन भारत तारीफ़ लोग उन्ह ग़द्दार कह लग उनक बचाव पाकिस्तान हस्त साम आईं ,1
197,यूनिवर्सिट ऑफ बर्न बूम बत फ़र्ज़ पत्र ,0
741,बूम पाय नकल वायरल ग्राफ़िक के फोंट चैनल के आधिकारिक हैंडल ट्वीट ग्राफिक्स के फ़ॉन्ट मेल नह खा ,0
275,बूम पाय तस्वीर दरअसल ऑनलाइन बिलबोर्ड जनरेटर के इस्तेमाल बन गय ,0
48,दाव तस्वीर वर्तमान विपक्ष दल द्वार भारत के तोड़फोड़ दिख ,0
35,रामपुर सहसवान घर ताल्लुक रख वाल शास्त्रीय संगीतकार उस्ताद ग़ुलाम मुस्तफ़ ख़ान 89 वर्ष उम्र निधन गय ,1
317,बूम ज्योत पासवान बात पाय स्वस्थ ज़िल रह वाल पासवान हमनाम मृत्य कथित तौर ,0
443,वीडिय अर्नब गोस्वाम उनक पत् समयाब्र रे गोस्वाम कथित हमल के बन गय ,0
290,पॉन्डिचेर यूनिवर्सिट के वाईस-चांसलर दाव ख़ारिज़ किय उनक छात्र कोविड-19 इलाज ढूंढ ,0
126,रैल बहुजन समाज पार्ट इसक हालिय बिहार चुनाव सरोकार नह ,0
77,बूम पाय वीडिय 2019 आईसीस क्रिकेट विश्व कप के मैच जह दर्शक खालिस्तान के समर्थन ,0
296,बूम पाय क्लिप वास्तविक मा रह दरअसल 5 हेडेड शार्क अटैक नामक फ़िल्म क्लिप ,0
480,गृह मंत्रालय के अधिकार बूम पुष्ट मैसेज उल्लिखित अधिकार नाम पदनाम मौजूद नह ,0
381,बूम पड़ताल पाय फ़ोट फ़रवर 2019 प्रयागराज उत्तर प्रदेश आयोजित कुंभ मेल ,0
177,किसान संगठन तीन कृष क़ानून वापस ले माँग अड़ रह जबक केंद्र सरकार कह चुक वो क़ानून वापस नह लेग ,1
119,बूम पाय हाइपरटेंशन मधुमेह के कारण उनक देहांत पिछल साल मई ,0
206,पात्र स्पेशल पब्लिक प्रॉसिक्यूटर उज्जवल निकम के दाव दोहर 26/11 मुंबई अटैक मामल स्टेट ,0
486,390 रन के लक्ष्य पीछ उतर भारतीय टीम तरफ कोहल राहुल अर्धशतकीय पार खेल टीम हार बच नह सक ,1
540,बूम पाय चार तस्वीर सेट पुर औऱ उत्तर-पूर्व दिल्ल हिंस संबंधित नह ,0
28,पुरुलिय सभ संबोधित मम बनर्ज कह पढ़ दिनभर सभ बड़ ज़रूर ख़बर बीबीस हिंद के लाइव पन् ,1
242,भारत नेपाल के राजदूत नीलांबर आचार्य बीबीस बत वैक्सीन ले भारत वैक्सीन निर्मा सरकार अधिकार के दिल्ल चर्च ,1
383,पूर्व राष्ट्रपत प्रणब मुखर्ज निधन साल 31 अगस्त निधन के उनक संस्मरण आन वाल ,1
431,साल 15 जून प्रसारित अप टीव शो अमीश देवगन सूफ़ संत के बार कथित अपमानजनक बात कह थीं ,1
7,बूम पाय वायरल तस्वीर साल 2018 उत्तर प्रदेश के उन्नाव हत्य ,0
725,बूम पाय आजतक द्वार ऐस शो नह किय गय जिसम चैनल समाचार दिय ऐस घट नह ,0
728,मैनपुर पुलिस बूम बत झगड़ ठाकुर समूह इसम दलित शामिल नह ,0
557,बूम पाय दाव झूठ तीन अलग-अलग वीडिय जोड़ वीडिय बन गय ,0
652,फ़ूड स्टॉल चल वाल कां प्रसाद डोनेशन के पैस ले लग हेराफेर आरोप यूट्यूबर किय धोखाधड़ इनकार ,1
653,स्पाइडरमैन द्वार ट्रेन रोक पीएम मोद भारत बच दिख लोकप्रिय मीम पुनरावृत्त ,0
591,बूम पाय वीडिय पाकिस्तान के पंजाब नह महिल हिन्द नह ,0
480,शीतल आमट पहल सोशल मीडिय सेव समित के प्रबंधन सवाल उठ जिसक आमट परिवार बयान जार किय ,1
223,बूम बुलढाण पुलिस बत वायरल तस्वीर महिल दिवस के अवसर दिन के डीएसप बन गय स्कूल छात्र ,0
552,पश्चिम हिंद महासागर ‘एक्सरसाइज़ मालाबार 2020’ दूसर चरण जार ,1
449,बूम पालघर पुलिस सम्पर्क घट के साम्प्रदायिक कोण ना पुष्ट ,0
413,बूम पत लग अभिने शाहरुख़ खान टीप सुल्तान जैस दिख पोस्टर दरअसल फ़ैन आर्ट तौर बन गय ,0
146,23 साल के प्रभात साह क्रिप्टोग्राफ मदद ऐस तकनीक विकसित जिसक मदद पासवर्ड ओटीप के बि ट्रांजैक्शन किय सक ,1
237,बूम पाय तस्वीर 2011 इंटरनेट मौजूद इनम नरेंद्र मोद आधिकारिक वेबसाइट ,0
660,बूम पाय वायरल क्लिप चल रह सब-टाइटल सह तरीक नह दर्श कह रह ,0
467,हालांक वायर एजेंस अप ट्वीट डिलीट करक भूल-सुधार जार दिय लोग गलत ट्वीट ,0
257,स्थाप दिवस के कांग्रेस तैयार भड़काऊ भाषण के अभियुक्त बीजेप चल रह मामल वापस ले अर्ज़ प्रेस रिव्य ,1
343,बूम पाय वीडिय वर्ष 2012 इंटरनेट मौजूद वायरल वीडिय असल वीडिय क्लिप किय गय ,0
440,पंजाब बड़ संख्य किसान दिल्ल के बॉर्डर जुट इनम महिल किशोर-बच्च ,1
264,20 दिसंबर 2020 नेपाल राष्ट्रपत बिद्य देव भंडार ओल सरकार सिफ़ारिश के नेपाल संसद प्रतिनिध सभ भंग दिय अप्रैल मध्यावध चुनाव घोषण ,1
220,बूम पाय भुपलपल्ल ज़िल के कलेक्टर ना जज ,0
712,कांग्रेस राहुल गांध कह चीन भारत धर कब्ज लिय पीएम मोद चीन नाम नह ले ,1
561,ईपीएफ़ओ पंजीकृत कंपन संख्य भार गिरावट पढ़ क्य ख़ास छप के अख़बार ,1
